sqft,bedrooms,bathrooms,age,lot_size,garage,neighborhood,has_pool,distance_city,condition,price
4799,4,2,86,1.72,2,7,0,31.9,4,1028000
3794,5,2,43,1.81,2,1,1,28.9,1,859000
3306,4,3,1,2.46,2,3,1,9.4,2,856000
4409,5,1,98,1.4,2,9,0,0.5,2,850000
4353,5,3,13,0.75,0,7,0,26.8,2,905000
2253,4,2,40,1.74,3,4,0,6.7,9,758000
4156,4,1,1,2.45,2,6,0,38.3,7,950000
1315,4,2,18,0.53,2,6,1,24.4,9,802000
838,6,2,79,0.88,2,3,0,34.1,10,340000
4142,4,3,88,1.4,0,2,1,32.3,10,847000
1686,2,2,0,0.51,3,5,0,22.5,2,542000
3644,4,4,1,0.15,2,8,1,17.8,5,972000
3004,2,4,26,0.91,1,3,0,20.1,1,740000
1898,3,2,1,2.18,3,5,0,32.2,2,521000
2623,3,3,93,0.2,2,3,0,25.8,4,696000
4001,4,1,50,1.13,2,7,0,8.6,10,864000
3955,5,2,9,1.93,2,6,0,24.6,1,1000000
3893,3,3,18,2.39,1,6,0,16.5,8,1007000
4330,2,2,79,2.47,2,1,0,2.9,6,847000
4578,3,1,12,1.11,0,2,0,15.6,1,1001000
3696,4,2,47,2.38,2,6,0,9.5,9,1223000
4253,3,2,55,0.19,2,8,1,33.6,1,785000
4311,3,2,71,1.89,3,5,0,4.6,4,831000
1788,2,2,55,1.64,2,2,1,14.7,5,547000
4916,3,2,49,0.7,1,5,1,28.0,9,1012000
4826,3,2,94,1.32,3,9,1,35.9,2,926000
4979,4,3,44,0.41,2,6,0,13.7,9,1049000
2482,2,1,88,2.19,2,5,0,24.5,1,478000
4763,4,3,58,0.96,1,10,0,15.3,4,882000
1733,3,3,38,1.6,3,6,0,8.5,7,681000
4398,3,3,20,0.48,3,9,0,13.4,4,1076000
4033,3,3,54,0.59,2,7,0,25.6,8,853000
2780,4,2,56,2.48,3,10,0,28.8,7,604000
2655,5,2,40,1.91,1,3,0,15.1,6,642000
3856,5,2,92,2.41,3,10,1,6.5,5,1332000
1592,4,4,69,0.81,2,10,0,6.0,10,653000
1591,3,3,81,0.49,1,5,0,32.6,3,360000
2609,5,1,48,1.31,2,4,0,26.3,8,613000
3055,4,1,43,1.29,2,5,0,29.3,4,758000
4410,2,4,34,0.52,1,8,0,19.8,8,1174000
2407,5,1,90,1.86,0,6,0,18.6,1,469000
1784,3,1,4,0.97,1,4,0,8.8,2,397000
4476,2,2,70,0.55,1,5,0,7.1,2,791000
4180,3,4,73,0.9,1,7,0,6.6,6,858000
1319,3,2,73,1.45,1,8,0,39.7,5,409000
1390,4,2,50,1.84,1,5,0,32.9,10,587000
1850,3,3,56,1.26,3,2,1,25.2,10,500000
4433,2,1,57,1.36,2,6,0,9.0,7,1002000
1759,2,4,91,0.43,1,9,0,13.8,2,530000
1492,4,2,35,2.3,3,3,0,14.4,9,631000
4699,4,2,9,2.33,2,7,0,19.4,2,1195000
3746,3,4,49,1.74,2,8,1,17.2,1,675000
1326,1,4,98,0.14,2,6,0,37.4,2,345000
4024,2,2,98,1.39,2,3,0,29.0,3,699000
3053,5,2,36,1.61,1,1,0,3.7,6,641000
4144,3,3,19,2.49,1,3,1,14.7,7,1234000
4765,3,2,12,2.49,2,6,1,5.8,6,1321000
2675,1,4,74,2.16,2,4,1,11.5,1,577000
2563,4,4,18,0.25,2,1,0,38.4,9,593000
1320,4,1,91,2.39,1,6,1,28.4,8,548000
1816,3,4,55,1.57,2,1,0,0.8,2,498000
916,2,2,44,2.02,2,8,0,13.5,1,358000
3233,3,3,59,1.08,3,3,1,17.8,7,1002000
1383,5,1,67,0.87,1,3,1,24.3,3,370000
1194,5,4,56,1.21,3,1,0,20.2,3,423000
4588,4,3,53,0.45,3,3,1,3.3,10,1134000
3568,4,3,36,0.96,2,7,0,20.9,9,803000
4967,2,4,82,2.16,2,10,0,5.6,2,1321000
4660,4,2,36,0.19,0,8,1,21.0,5,868000
1073,4,2,13,0.46,3,8,0,10.2,4,580000
2813,3,4,94,0.4,1,3,0,6.2,1,507000
2189,5,3,91,1.07,2,5,0,11.9,6,690000
4366,2,4,99,2.49,1,1,0,4.4,6,909000
965,3,4,43,0.52,2,9,0,11.7,1,474000
2367,4,2,82,0.45,2,8,0,34.7,7,465000
1528,4,2,41,2.3,3,10,1,12.6,6,778000
2843,4,2,0,2.22,2,2,0,19.1,4,751000
4997,2,3,22,0.18,3,10,0,21.0,7,895000
4296,5,2,63,1.9,2,1,1,7.5,3,924000
1578,4,3,27,1.67,1,4,0,18.0,10,643000
1013,3,1,3,1.94,1,9,0,34.2,6,522000
4562,6,1,40,1.29,2,8,0,3.7,6,1005000
2376,4,2,59,2.48,0,3,0,37.0,10,697000
3248,2,1,17,0.21,2,10,1,34.9,6,1080000
3736,4,3,62,0.66,1,6,0,34.3,3,636000
3917,2,1,60,1.05,2,9,0,8.3,10,1088000
1391,1,2,48,1.18,2,10,0,19.6,5,572000
3520,3,1,46,2.31,2,8,0,24.8,1,739000
1513,6,3,38,1.44,1,10,1,4.4,6,706000
1735,2,3,88,0.21,1,5,0,22.5,7,414000
801,4,2,81,1.08,1,9,0,33.7,5,427000
3648,2,3,5,1.1,0,9,1,37.5,5,847000
4844,4,2,82,2.42,2,3,0,11.5,6,706000
2749,4,2,52,1.54,2,8,1,11.9,7,800000
1717,4,3,75,1.63,0,4,0,11.2,4,526000
3974,3,2,24,1.81,2,10,0,6.6,7,1244000
3041,4,3,98,1.95,2,7,0,17.5,5,697000
889,6,1,64,1.62,1,10,1,31.5,7,555000
2509,4,4,4,0.67,2,8,1,28.6,1,925000
2969,3,1,64,2.2,1,7,1,36.1,10,838000
3841,5,3,7,1.86,2,5,0,14.6,2,1241000
905,1,4,38,1.88,2,1,0,23.1,2,392000
1686,4,1,42,2.49,1,8,0,30.8,7,550000
1227,5,2,81,2.03,2,5,1,36.0,9,489000
2695,2,2,72,2.09,2,3,0,34.9,7,739000
1116,3,3,4,2.38,1,2,0,18.9,6,392000
1434,3,2,3,0.46,2,3,0,36.3,3,422000
2725,4,1,92,1.29,2,9,0,18.0,5,879000
2856,4,3,0,1.49,2,2,0,36.2,10,992000
3944,3,2,93,0.89,2,10,0,31.2,2,858000
3070,3,3,55,2.11,3,1,0,9.3,9,572000
2239,3,2,44,1.93,3,2,0,37.2,6,533000
1352,3,2,64,1.83,2,2,1,10.1,9,550000
1515,2,3,2,2.49,3,5,0,36.4,9,556000
4711,5,3,21,0.72,0,1,1,24.8,7,1301000
2513,1,2,71,1.87,2,10,1,26.9,5,692000
4189,5,2,55,1.42,1,8,0,4.8,4,1162000
1907,4,2,17,0.85,0,2,0,3.1,1,471000
1050,3,2,24,0.49,2,6,0,38.7,9,475000
3230,4,2,47,2.25,2,5,0,13.8,6,814000
2854,4,2,83,1.53,2,2,0,33.9,2,496000
1258,3,3,30,2.08,2,10,0,28.3,7,587000
1007,2,3,29,1.41,2,1,0,24.4,6,410000
1699,3,2,79,0.63,2,6,0,27.6,4,431000
4261,3,2,65,0.91,1,6,0,4.0,6,841000
4185,1,2,80,1.02,1,3,1,16.8,6,868000
821,3,2,9,2.44,1,8,0,24.5,5,619000
1209,2,4,70,0.11,2,9,0,34.8,1,516000
1694,3,3,58,2.47,1,3,0,28.7,3,386000
1314,2,3,50,2.45,0,9,0,10.5,7,499000
4909,2,3,8,2.49,2,8,0,39.4,2,1302000
2934,2,2,53,1.24,2,5,0,25.9,10,663000
4395,6,1,61,2.41,2,6,0,20.3,10,993000
3756,1,3,80,1.05,1,1,0,31.4,1,472000
2360,4,2,8,0.16,2,5,0,24.3,8,751000
2066,2,3,8,0.64,2,10,0,28.5,7,717000
2969,5,3,100,2.37,3,10,1,24.9,6,1016000
4438,2,3,23,0.13,2,7,0,7.6,10,1177000
1549,6,2,38,1.41,0,1,0,22.0,5,491000
4227,4,2,74,0.28,2,10,0,11.7,6,1123000
2727,1,3,7,0.79,1,9,0,23.0,1,675000
4604,5,3,24,0.31,1,7,0,5.5,9,1091000
4502,4,3,65,2.16,1,4,0,9.7,1,936000
3156,3,4,9,1.52,2,4,1,32.4,4,839000
3135,4,1,23,2.27,2,10,0,16.5,3,972000
1106,5,2,79,1.75,2,7,0,27.1,4,410000
4465,3,2,82,2.43,2,6,0,20.2,1,937000
2789,3,1,58,1.32,1,3,0,14.0,10,587000
1461,4,4,30,1.63,2,9,0,20.1,4,667000
1111,4,4,10,1.48,2,6,0,32.6,4,560000
3720,5,2,5,1.26,2,2,1,11.6,3,733000
1882,4,1,69,2.13,2,10,0,17.1,8,704000
3771,3,2,31,1.65,1,2,0,8.5,7,990000
1554,5,3,38,2.02,2,1,1,14.4,9,688000
4930,2,2,47,1.99,2,5,1,35.5,2,813000
1152,3,1,12,0.56,2,10,0,31.5,10,465000
1702,4,1,58,1.66,2,6,1,15.3,3,601000
4688,4,2,66,0.58,3,3,1,5.7,6,1018000
958,1,4,55,1.5,1,4,1,17.1,2,373000
2777,4,2,40,1.73,2,5,1,31.0,2,443000
1756,3,2,55,2.49,2,4,1,2.2,10,555000
2871,3,1,34,0.17,1,9,0,29.9,2,794000
1203,5,2,37,0.32,0,3,1,27.4,2,388000
3579,3,3,80,0.28,2,5,0,3.1,5,1005000
2187,1,2,66,1.06,1,7,0,25.6,1,553000
4253,2,2,33,2.07,1,7,0,12.3,7,1029000
1755,6,3,75,2.13,3,6,1,7.5,1,493000
2512,2,1,87,1.87,2,9,0,15.7,1,642000
2073,3,3,69,2.25,1,7,1,8.6,5,659000
4611,4,2,10,0.87,2,4,0,33.1,7,820000
3425,3,2,26,0.31,2,10,0,29.8,3,1003000
3182,1,3,47,0.24,3,9,0,39.2,7,793000
2241,4,3,23,2.15,2,6,0,21.6,9,800000
3779,3,3,17,1.85,3,1,1,4.0,4,805000
2597,6,1,26,1.78,1,9,0,15.0,5,832000
4809,2,2,53,0.92,2,7,0,33.6,8,968000
2194,3,2,54,1.01,0,6,0,16.2,9,793000
2069,3,2,20,2.4,0,6,1,18.5,5,606000
4514,3,3,58,0.25,2,4,1,16.8,5,841000
1329,4,1,33,1.96,0,4,0,9.8,2,435000
4423,3,2,96,0.84,2,3,0,3.4,9,843000
3758,3,3,57,0.19,3,8,0,7.6,6,952000
3714,4,2,47,1.88,1,8,0,14.9,5,1119000
4391,4,3,53,0.89,0,2,0,10.2,5,722000
2947,3,2,17,1.83,2,5,1,23.1,4,804000
4169,2,2,2,1.8,3,9,1,24.7,1,953000
1739,2,4,23,1.38,2,9,0,23.0,6,605000
1325,1,2,0,1.97,2,7,1,3.9,1,583000
801,2,2,5,1.49,1,4,0,26.8,10,429000
1174,4,3,18,0.79,0,4,0,15.7,2,521000
3140,5,4,85,1.86,2,10,0,35.2,7,787000
4805,3,4,42,1.51,1,7,0,21.3,1,973000
3852,3,3,7,0.13,3,3,0,3.8,8,673000
3165,2,1,68,2.26,2,3,0,0.9,8,779000
2325,3,4,51,1.41,2,5,1,28.2,7,706000
2446,1,3,72,2.18,2,6,1,16.3,7,759000
813,5,2,46,2.22,2,8,0,11.9,1,498000
3078,4,3,84,1.17,2,1,0,18.2,3,440000
3955,6,2,27,1.32,3,7,0,3.4,9,1349000
929,5,1,45,1.1,3,8,0,16.0,5,526000
4614,3,3,3,1.18,3,5,1,12.9,5,1179000
4016,4,2,87,2.25,3,10,0,32.1,7,1226000
3738,2,2,7,1.99,2,2,0,7.4,10,839000
4728,3,2,60,0.4,2,4,0,30.4,8,725000
2840,5,3,16,1.56,1,6,1,20.3,6,701000
827,2,2,33,2.49,1,9,0,3.7,5,514000
2913,5,2,19,1.53,0,2,1,38.8,1,621000
2052,3,3,79,1.99,1,4,0,29.5,10,684000
2846,5,4,73,1.95,2,10,0,10.8,10,962000
4823,5,2,33,0.94,1,5,0,23.5,10,817000
4174,4,3,42,0.99,3,8,1,36.0,9,948000
4266,4,3,9,1.84,3,8,0,37.3,6,976000
3881,3,3,93,1.3,0,2,0,29.4,3,622000
4578,5,2,29,1.47,1,6,0,29.2,10,930000
1429,6,4,24,1.81,3,6,0,11.5,7,568000
1069,4,2,56,1.97,3,5,1,39.6,4,472000
3439,4,1,62,0.75,3,8,1,10.1,3,801000
2793,4,2,70,0.45,3,10,1,4.0,7,693000
3691,5,3,46,0.8,3,2,0,39.1,6,981000
4232,4,1,83,1.32,2,2,0,6.5,4,789000
2080,5,1,80,0.92,1,7,1,21.1,10,815000
3160,4,3,2,1.46,2,9,1,19.0,8,1165000
1375,2,4,45,0.23,1,3,0,34.0,2,319000
2107,3,3,35,1.32,3,7,0,16.2,6,895000
3992,3,2,25,0.98,2,3,1,20.3,3,1009000
3978,2,1,9,1.38,2,6,0,2.2,8,886000
3534,2,3,33,1.11,1,3,0,8.7,8,764000
3012,4,1,77,0.78,2,1,0,33.4,1,525000
3152,2,3,7,2.27,2,6,1,19.4,2,834000
4368,3,2,54,0.54,3,3,0,9.6,4,1018000
2455,4,4,90,1.74,1,1,0,15.1,1,530000
2379,6,2,9,2.32,3,5,1,11.8,3,943000
3003,4,2,56,1.39,3,8,0,22.5,4,863000
2190,6,4,78,2.2,2,8,1,2.5,10,757000
2542,4,2,100,0.4,2,8,0,9.4,3,466000
2725,3,2,85,1.29,2,3,1,14.5,5,557000
1419,4,3,44,1.2,1,8,0,37.2,10,742000
2074,4,2,49,0.12,1,4,0,25.1,7,592000
1756,3,2,63,1.16,3,8,0,20.4,8,624000
2739,1,2,94,0.99,2,3,0,8.0,8,699000
4753,4,1,1,1.71,1,3,0,22.5,2,957000
3181,1,1,44,2.35,2,1,0,37.2,1,582000
1768,4,3,94,0.31,2,8,0,22.9,6,558000
2116,2,3,61,0.89,1,8,0,7.0,1,538000
1843,4,2,13,1.17,2,9,0,39.9,6,565000
1081,4,2,73,1.19,1,6,0,20.2,7,440000
3644,1,4,93,1.96,0,2,0,13.1,9,717000
1858,3,4,99,1.16,2,1,0,20.4,10,452000
3332,4,2,14,0.17,2,8,0,10.9,10,996000
4628,5,3,13,1.8,0,10,0,1.7,1,1057000
1808,5,3,30,2.22,2,4,0,35.6,7,678000
2029,3,2,28,1.33,1,7,1,17.4,4,530000
1835,4,1,26,1.49,0,10,0,30.2,9,518000
1075,3,1,84,0.49,1,4,0,38.9,4,186000
3540,3,3,8,0.63,1,1,0,25.5,2,708000
3089,2,3,19,0.66,1,8,0,27.8,1,586000
2039,4,3,98,1.13,3,10,1,37.8,7,848000
925,3,1,57,2.33,2,9,1,20.9,7,673000
4865,2,3,78,1.35,1,10,1,13.1,3,1125000
4668,4,3,87,0.56,1,9,1,36.9,5,1114000
2008,4,4,48,0.74,1,9,0,3.2,10,645000
4049,3,1,56,1.02,2,4,0,9.0,7,999000
1718,2,3,15,1.6,1,9,0,14.0,8,649000
4723,3,1,99,1.16,1,4,1,31.4,9,875000
2769,3,3,74,1.04,2,2,0,36.2,10,590000
3593,4,3,7,1.46,2,10,0,18.3,10,943000
1691,3,1,66,0.68,0,3,0,11.8,1,366000
2833,4,3,18,0.29,2,2,0,14.5,9,669000
2164,5,1,66,0.16,1,1,0,26.4,6,411000
928,3,3,35,0.7,0,6,0,6.7,6,283000
1814,6,2,88,0.32,2,4,0,22.1,7,513000
2599,3,3,59,0.91,2,7,0,23.7,9,705000
2318,3,4,35,1.96,2,7,0,28.5,7,629000
4981,3,2,10,1.82,1,10,0,24.4,7,1126000
1998,2,2,50,1.57,2,1,0,4.3,3,449000
4673,2,2,79,2.15,1,9,0,27.7,10,781000
3274,3,2,54,0.78,2,8,1,1.4,9,1126000
4285,4,3,53,2.22,2,10,0,15.9,4,1283000
4849,5,3,16,1.06,0,1,0,17.0,6,1070000
4519,4,4,61,1.06,2,8,0,5.1,7,1280000
1102,2,4,41,1.07,2,5,0,0.9,9,494000
4752,4,2,23,0.34,1,1,1,3.3,10,1016000
1786,4,3,16,2.44,3,4,0,18.1,3,585000
2663,5,3,47,0.43,3,7,1,10.0,2,811000
3872,5,2,83,0.92,1,5,0,3.2,2,900000
3924,5,1,85,0.87,3,3,0,10.6,2,757000
2127,3,2,69,0.28,2,4,1,21.4,9,465000
3208,4,3,6,0.47,2,2,0,29.8,8,814000
4473,3,3,13,0.21,3,8,0,16.8,9,1004000
4091,6,3,10,0.8,2,2,1,24.7,9,1132000
4833,2,2,11,2.18,1,6,0,24.1,1,1282000
1503,1,4,4,0.91,3,7,0,35.9,10,737000
1374,2,2,4,0.4,1,7,0,7.6,10,563000
4032,4,3,19,1.65,1,1,1,19.3,9,948000
3432,3,1,53,2.49,1,8,1,25.5,1,797000
4628,3,1,54,0.66,3,9,0,21.0,5,875000
4030,6,3,57,0.77,3,7,1,18.3,4,921000
1288,5,4,78,2.43,1,8,0,39.0,8,529000
2147,3,2,89,0.53,3,4,0,37.7,5,453000
4481,3,1,96,1.33,1,8,0,24.7,9,742000
3973,5,2,29,0.68,3,3,1,17.9,1,893000
2467,5,1,23,2.34,2,1,1,30.3,8,674000
2437,4,2,86,2.46,0,8,0,20.8,6,423000
4914,4,3,72,2.06,0,6,0,39.8,1,894000
4353,3,4,2,0.86,1,9,1,27.6,2,687000
1800,5,1,99,1.07,1,3,1,3.2,4,387000
1650,4,3,47,0.68,2,8,0,16.4,5,489000
2188,4,2,70,2.24,1,9,0,29.3,1,576000
4512,2,1,21,2.29,3,9,1,33.8,10,1025000
2167,5,2,13,1.11,2,7,1,32.6,7,701000
1621,4,3,47,1.68,2,10,1,39.1,4,828000
1254,2,1,28,0.5,1,3,0,19.8,1,271000
2424,4,2,49,1.14,3,3,1,6.0,6,812000
3572,4,1,79,1.62,2,2,1,26.3,9,832000
4526,4,2,97,1.02,3,1,0,3.3,9,944000
3947,4,2,9,0.96,3,2,1,39.0,4,1036000
4889,4,4,70,0.1,1,5,1,30.5,7,927000
2990,5,3,88,2.03,0,1,0,39.3,10,590000
1716,2,4,26,2.23,3,10,0,15.4,1,611000
4786,2,2,78,2.43,3,4,0,1.1,10,672000
3675,2,2,95,1.83,2,10,0,21.1,9,895000
2240,4,2,27,1.42,1,10,0,5.3,1,896000
1535,4,1,8,0.75,2,1,0,27.3,9,377000
4368,5,3,70,2.5,1,10,1,20.2,6,884000
4138,4,2,79,1.52,1,8,0,30.3,10,964000
3815,4,2,25,1.73,2,5,1,12.0,7,940000
3689,6,3,98,1.74,1,10,0,33.3,4,1050000
1761,3,2,80,2.13,2,4,0,26.2,9,472000
3789,5,4,86,0.12,3,3,0,39.5,6,940000
4648,3,2,7,0.63,3,9,0,7.6,6,1216000
1826,4,3,1,1.7,3,6,0,2.5,10,916000
4665,4,2,94,2.25,3,1,0,34.1,6,759000
3663,4,4,56,1.74,1,8,1,13.9,4,913000
3301,2,2,51,1.09,3,10,1,17.5,7,944000
2747,3,3,57,0.97,3,2,1,37.1,2,644000
1977,4,1,95,1.87,3,9,1,17.9,2,552000
811,5,3,92,1.88,2,7,0,12.3,6,416000
4164,3,2,2,1.56,1,3,0,2.9,9,1197000
3822,5,2,7,0.8,0,4,0,18.0,3,938000
4171,3,4,58,2.32,1,3,1,26.4,7,755000
3630,4,4,1,1.42,3,6,0,11.1,9,1080000
842,4,2,94,2.0,2,9,0,28.9,9,540000
1743,4,3,61,0.61,3,10,0,19.4,3,556000
3190,6,1,48,0.93,2,9,0,34.4,1,826000
3345,4,3,100,2.2,2,1,0,6.9,2,721000
3211,4,3,19,0.22,0,10,0,30.4,8,634000
1804,1,2,28,1.33,1,6,0,37.3,7,454000
820,3,4,16,1.26,2,1,0,29.8,1,306000
1206,3,3,73,1.9,2,4,0,16.5,3,410000
1814,4,2,21,0.78,1,7,0,9.6,8,587000
2638,3,3,5,0.63,2,4,0,4.4,7,798000
3988,3,1,61,2.32,1,9,1,25.9,5,890000
1514,2,3,97,1.47,3,10,0,6.1,3,428000
4946,2,3,30,0.35,0,5,1,33.6,7,587000
4654,3,1,61,0.56,2,9,0,38.4,5,866000
940,5,3,11,2.5,1,1,0,5.9,1,438000
1763,4,3,11,0.57,2,4,0,15.4,5,584000
1172,4,3,62,1.57,2,7,0,37.5,3,373000
4435,4,2,15,1.11,2,2,0,19.1,2,1010000
3341,3,2,24,2.23,3,9,0,21.6,3,855000
4410,5,3,21,1.91,0,3,0,30.0,10,1096000
2492,2,2,90,1.53,0,4,0,8.8,4,575000
905,3,2,87,0.13,2,4,0,39.2,1,231000
2481,4,3,75,2.21,2,8,1,31.3,4,793000
4897,2,1,17,1.17,1,2,0,6.9,9,810000
4816,4,3,44,2.34,2,5,1,4.9,1,1054000
3436,3,3,79,1.29,0,2,1,37.4,7,815000
2937,4,3,67,1.77,1,6,1,27.6,8,744000
4216,3,2,11,0.27,2,9,0,2.0,9,827000
4330,2,2,48,1.89,3,9,0,6.1,7,1182000
2086,4,2,32,0.91,2,1,1,2.4,9,689000
3979,3,3,85,0.94,2,4,0,39.0,10,791000
4454,3,1,62,0.38,3,4,0,20.2,3,810000
3159,2,4,17,0.45,1,1,0,18.8,1,661000
1244,4,3,53,0.55,2,10,0,38.3,2,542000
835,4,4,96,0.89,3,2,1,20.4,10,417000
2275,3,2,26,2.24,1,6,1,21.0,1,715000
4757,6,2,82,0.98,1,10,1,39.4,2,1258000
2598,5,4,77,1.84,3,3,0,4.9,9,719000
2645,4,1,24,0.3,3,9,0,39.4,5,1019000
2208,4,1,33,1.52,1,3,0,7.0,4,723000
2508,3,2,87,1.26,0,3,0,19.2,2,427000
3738,4,4,59,2.45,1,9,0,13.8,3,1232000
2100,2,3,53,2.13,1,3,0,38.2,9,495000
2043,2,3,86,1.19,2,6,0,19.7,3,702000
4776,6,3,4,1.96,2,6,0,1.4,8,1170000
3897,4,2,35,0.56,3,1,1,9.3,1,889000
809,3,3,53,1.45,1,7,1,17.5,5,495000
3225,3,2,87,0.28,3,9,0,27.2,2,676000
2460,4,3,35,0.94,0,9,0,22.7,4,736000
3431,1,2,68,0.64,0,9,1,34.1,2,832000
1872,2,2,38,1.83,2,2,1,33.2,3,499000
4025,1,2,69,1.28,0,1,1,23.8,5,734000
2116,3,2,99,1.9,1,6,0,23.1,2,538000
4945,4,3,3,1.34,3,6,0,11.5,9,1008000
4483,2,2,73,0.31,1,4,0,38.3,8,811000
4073,4,2,64,1.86,2,8,0,3.5,5,1158000
945,3,2,84,2.1,1,5,0,16.2,1,303000
3840,4,3,39,2.27,0,7,1,26.6,5,1016000
2262,6,1,36,1.47,2,9,0,37.9,4,514000
2384,4,3,66,1.91,3,1,1,20.3,9,681000
1282,5,2,30,1.9,2,9,0,35.9,2,536000
3979,5,2,90,0.47,2,4,0,4.6,7,838000
2049,3,2,80,0.49,3,7,0,21.5,2,516000
1430,4,4,86,0.27,2,4,0,13.0,3,495000
1461,5,3,76,0.87,1,4,1,31.9,3,369000
4303,3,2,46,1.24,2,4,0,18.1,10,893000
3652,3,3,26,2.49,2,6,1,19.3,8,874000
3266,5,3,50,1.13,2,5,1,3.1,2,672000
1787,4,2,19,1.84,2,2,1,17.8,1,543000
2346,3,3,12,1.76,1,9,0,3.7,6,686000
1449,3,2,62,0.59,2,6,0,12.3,6,500000
1768,4,3,43,0.24,2,10,0,5.5,1,652000
3437,4,2,23,1.41,2,6,0,13.7,5,886000
1900,4,2,2,1.78,3,9,1,9.5,9,925000
1240,4,2,9,2.5,3,1,0,11.8,10,370000
1569,4,4,64,0.96,2,7,1,6.4,10,827000
2143,4,3,48,2.25,2,3,1,17.9,5,645000
4529,4,3,57,1.02,2,4,1,20.2,7,1096000
4706,4,1,76,1.75,2,1,0,33.5,6,712000
2377,4,2,77,1.54,3,3,0,21.8,10,508000
4808,3,2,96,0.23,2,7,0,9.5,4,1001000
4151,3,1,1,0.29,1,6,1,29.6,2,987000
3149,6,2,65,0.15,2,1,0,12.2,10,575000
4402,2,4,30,0.99,2,9,0,30.4,5,1116000
2041,3,3,67,1.89,2,4,0,15.8,10,680000
1925,3,2,97,0.51,2,7,0,20.8,9,582000
3401,5,3,82,1.55,1,4,0,20.4,3,729000
1990,2,4,36,0.79,0,7,0,38.2,3,546000
4931,3,3,72,2.01,1,5,1,6.6,7,1343000
872,2,3,23,2.02,2,1,0,37.6,10,358000
2714,4,4,76,1.96,0,4,1,22.7,2,720000
3272,3,3,43,1.36,3,3,0,39.8,8,805000
3846,3,1,93,0.78,1,6,0,23.1,7,591000
1507,3,2,82,2.04,3,6,1,26.4,8,441000
2604,5,4,40,0.55,1,1,0,30.1,10,653000
4513,3,2,73,0.8,0,2,1,33.0,6,608000
3364,2,1,50,0.54,2,2,1,19.4,5,440000
3275,4,2,41,1.72,1,10,0,27.3,4,1259000
4410,6,3,77,1.75,3,4,0,24.8,8,841000
3623,4,4,39,1.67,0,9,0,16.6,2,1015000
2535,6,2,47,1.1,2,2,1,32.9,6,670000
2385,5,2,83,0.34,3,8,0,8.1,10,981000
866,1,4,3,2.29,1,1,1,7.1,6,603000
3861,4,2,59,1.32,0,8,0,29.6,5,901000
3228,3,1,38,1.08,1,3,0,25.7,2,495000
4953,4,4,4,1.51,2,5,0,13.0,5,1410000
1141,3,2,95,0.56,1,1,0,25.6,3,166000
3574,3,2,5,0.42,2,1,1,30.9,7,922000
3617,5,3,13,1.07,3,6,0,9.1,7,840000
3461,3,1,69,0.65,3,3,0,23.5,8,664000
2032,5,4,77,0.69,0,8,0,33.1,10,821000
4674,1,2,11,2.24,1,4,0,16.7,9,1056000
3201,2,2,61,1.37,1,6,0,23.1,1,581000
2294,5,2,26,1.26,2,10,0,3.6,4,765000
1461,4,2,53,1.75,1,9,0,33.3,6,560000
4683,4,3,89,2.38,3,8,0,31.9,7,917000
4419,3,3,11,0.37,2,4,1,18.5,5,1093000
2668,4,4,7,2.1,1,10,0,5.2,6,805000
3134,4,2,73,1.5,2,8,0,26.6,1,490000
4174,4,3,15,0.45,1,7,0,23.1,5,925000
1816,3,2,51,0.81,1,5,1,36.8,2,424000
1007,6,3,25,1.26,1,7,0,11.6,2,524000
3465,4,3,7,1.76,1,7,1,1.8,1,915000
3293,5,2,44,0.68,2,10,0,10.6,10,1065000
1432,4,2,92,1.38,2,2,0,17.4,9,458000
2902,4,2,83,1.74,1,7,0,6.6,4,492000
3759,2,3,80,1.18,3,3,1,39.2,4,750000
3883,3,4,18,2.17,2,8,0,9.3,9,1005000
2731,5,2,16,2.19,0,8,0,27.3,5,736000
4519,3,1,64,1.23,1,9,0,18.4,4,689000
3362,2,1,28,2.44,2,4,0,22.4,7,415000
2479,3,3,13,0.28,3,10,0,37.3,5,938000
1036,3,2,16,0.11,2,3,0,21.5,8,402000
2340,5,2,12,1.01,3,9,0,12.6,3,823000
4743,5,2,92,1.54,2,9,1,9.2,8,1001000
1163,3,3,97,1.61,2,2,0,35.7,6,244000
3168,2,2,90,1.24,2,6,0,39.5,9,623000
1085,4,3,62,0.4,2,3,0,10.4,6,340000
948,4,2,32,0.51,1,5,1,29.0,4,444000
4837,6,2,28,2.15,3,2,1,20.5,2,1115000
2566,4,1,36,2.18,0,4,1,28.1,3,682000
1812,3,1,82,1.72,2,3,0,38.6,7,442000
3631,4,2,45,1.69,2,2,0,11.4,10,599000
3307,6,2,23,1.53,2,6,0,29.7,5,802000
2323,4,3,13,0.59,1,3,1,17.8,7,593000
3585,4,1,100,1.13,2,4,0,26.3,7,717000
3356,3,1,4,1.77,2,6,0,16.6,6,777000
4525,4,4,52,1.39,2,5,0,28.5,2,989000
2401,4,3,87,0.14,2,4,0,13.8,5,586000
3208,3,3,97,2.39,2,4,1,19.8,10,762000
1140,3,3,94,2.13,1,2,1,28.5,6,372000
3617,3,2,29,0.73,3,10,0,2.2,8,1063000
3296,3,3,59,1.58,3,4,0,13.5,1,760000
2525,1,2,72,2.32,1,8,0,22.1,10,723000
2489,3,2,90,0.33,1,5,0,3.4,7,628000
